locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKFMKLHP_01182	CDS	990	cytR		COG1609	HTH-type transcriptional repressor CytR
AKFMKLHP_01183	CDS	1155				hypothetical protein
AKFMKLHP_01184	CDS	1206	mdrP_3			Na(+), Li(+), K(+)/H(+) antiporter
AKFMKLHP_01185	CDS	1728	sgrR		COG4533	HTH-type transcriptional regulator SgrR
AKFMKLHP_01186	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
AKFMKLHP_01187	CDS	438				hypothetical protein
AKFMKLHP_01188	CDS	3501	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
AKFMKLHP_01189	CDS	3699	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
AKFMKLHP_01190	CDS	1176	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AKFMKLHP_01191	CDS	3393	smc_2			Chromosome partition protein Smc
AKFMKLHP_01192	CDS	303				hypothetical protein
AKFMKLHP_01193	CDS	219	gerPF_2			putative spore germination protein GerPF
AKFMKLHP_01194	CDS	402	gerPE			putative spore germination protein GerPE
AKFMKLHP_01195	CDS	177	gerPD			putative spore germination protein GerPD
AKFMKLHP_01196	CDS	618	gerPC			putative spore germination protein GerPC
AKFMKLHP_01197	CDS	234	gerPB			putative spore germination protein GerPB
AKFMKLHP_01198	CDS	222	gerPA			putative spore germination protein GerPA
AKFMKLHP_01199	CDS	171	yisI	3.1.3.-		Aspartyl-phosphate phosphatase YisI
AKFMKLHP_01200	CDS	924	cotH_1		COG5337	Inner spore coat protein H
AKFMKLHP_01201	CDS	906	yisK		COG0179	putative protein YisK
AKFMKLHP_01202	CDS	357				hypothetical protein
AKFMKLHP_01203	CDS	2685	wprA	3.4.21.-	COG1404	Cell wall-associated protease
AKFMKLHP_01204	CDS	564				hypothetical protein
AKFMKLHP_01205	CDS	1845	asnO	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
AKFMKLHP_01206	CDS	510	yizA		COG2318	putative protein YizA
AKFMKLHP_01207	CDS	804	yisP	2.5.1.-	COG1562	Putative phytoene/squalene synthase YisP
AKFMKLHP_01208	CDS	1368	yeeO		COG0534	putative FMN/FAD exporter YeeO
AKFMKLHP_01209	CDS	864	araC			Arabinose operon regulatory protein
AKFMKLHP_01210	CDS	1014	degA		COG1609	HTH-type transcriptional regulator DegA
AKFMKLHP_01211	CDS	1029	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
AKFMKLHP_01212	CDS	510				hypothetical protein
AKFMKLHP_01213	CDS	612	argO		COG1279	Arginine exporter protein ArgO
AKFMKLHP_01214	CDS	1449	norG_1		COG1167	HTH-type transcriptional regulator NorG
AKFMKLHP_01215	CDS	639	mfpA		COG1357	Pentapeptide repeat protein MfpA
AKFMKLHP_01216	CDS	807		3.1.1.2		Arylesterase
AKFMKLHP_01217	CDS	600	cysC_1	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
AKFMKLHP_01218	CDS	1170	sat_1	2.7.7.4	COG2046	Sulfate adenylyltransferase
AKFMKLHP_01219	CDS	711	cysH_1	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
AKFMKLHP_01220	CDS	687	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
AKFMKLHP_01221	CDS	759	yitD	4.4.1.19	COG1809	Phosphosulfolactate synthase
AKFMKLHP_01222	CDS	675				hypothetical protein
AKFMKLHP_01223	CDS	1116	yitF	5.-.-.-	COG4948	Putative isomerase YitF
AKFMKLHP_01224	CDS	1269	ymfD_1			Bacillibactin exporter
AKFMKLHP_01225	CDS	849				hypothetical protein
AKFMKLHP_01226	CDS	450				hypothetical protein
AKFMKLHP_01227	CDS	1839	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
AKFMKLHP_01228	CDS	492				hypothetical protein
AKFMKLHP_01229	CDS	849	cvfB			Conserved virulence factor B
AKFMKLHP_01230	CDS	585	sdpC_1			Sporulation delaying protein C
AKFMKLHP_01231	CDS	930	sdpB_1			Sporulation-delaying protein SdpB
AKFMKLHP_01232	CDS	537				hypothetical protein
AKFMKLHP_01233	CDS	348				hypothetical protein
AKFMKLHP_01234	CDS	588				hypothetical protein
AKFMKLHP_01235	CDS	294				hypothetical protein
AKFMKLHP_01236	CDS	1617	nprB	3.4.24.-	COG3227	Neutral protease B
AKFMKLHP_01237	CDS	852			COG1307	Fatty acid-binding protein
AKFMKLHP_01238	CDS	843				hypothetical protein
AKFMKLHP_01239	CDS	456				hypothetical protein
AKFMKLHP_01240	CDS	147				hypothetical protein
AKFMKLHP_01241	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
AKFMKLHP_01242	CDS	768				hypothetical protein
AKFMKLHP_01243	CDS	309	sufT			Fe-S protein maturation auxiliary factor SufT
AKFMKLHP_01244	CDS	171				hypothetical protein
AKFMKLHP_01245	CDS	1431	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
AKFMKLHP_01246	CDS	540	mdtG_1			Multidrug resistance protein MdtG
AKFMKLHP_01247	CDS	1038	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
AKFMKLHP_01248	CDS	1221	argJ			Arginine biosynthesis bifunctional protein ArgJ
AKFMKLHP_01249	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
AKFMKLHP_01250	CDS	1158	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
AKFMKLHP_01251	CDS	1062	carA_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific small chain
AKFMKLHP_01252	CDS	3093	carB_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific large chain
AKFMKLHP_01253	CDS	960	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
AKFMKLHP_01254	CDS	180				hypothetical protein
AKFMKLHP_01255	CDS	186				hypothetical protein
AKFMKLHP_01256	CDS	735				hypothetical protein
AKFMKLHP_01257	CDS	558				hypothetical protein
AKFMKLHP_01258	CDS	954				Purine-binding protein
AKFMKLHP_01259	CDS	192				hypothetical protein
AKFMKLHP_01260	CDS	234				hypothetical protein
AKFMKLHP_01261	CDS	939	fabHA	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
AKFMKLHP_01262	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AKFMKLHP_01263	CDS	786				hypothetical protein
AKFMKLHP_01264	CDS	987	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
AKFMKLHP_01265	CDS	990	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
AKFMKLHP_01266	CDS	492	appA_1			Oligopeptide-binding protein AppA
AKFMKLHP_01267	CDS	1152	appA_2			Oligopeptide-binding protein AppA
AKFMKLHP_01268	CDS	951	dppB_1		COG0601	Dipeptide transport system permease protein DppB
AKFMKLHP_01269	CDS	912	dppC_1		COG1173	Dipeptide transport system permease protein DppC
AKFMKLHP_01270	CDS	753				hypothetical protein
AKFMKLHP_01271	CDS	993	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
AKFMKLHP_01272	CDS	1638	oppA		COG4166	Oligopeptide-binding protein OppA
AKFMKLHP_01273	CDS	936	oppB		COG0601	Oligopeptide transport system permease protein OppB
AKFMKLHP_01274	CDS	918	oppC		COG1173	Oligopeptide transport system permease protein OppC
AKFMKLHP_01275	CDS	1068	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
AKFMKLHP_01276	CDS	918	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
AKFMKLHP_01277	CDS	1110				hypothetical protein
AKFMKLHP_01278	CDS	579	yjbC	2.3.1.-		Putative acetyltransferase YjbC
AKFMKLHP_01279	CDS	396	spxA		COG1393	Regulatory protein Spx
AKFMKLHP_01280	CDS	657				hypothetical protein
AKFMKLHP_01281	CDS	657	mecA		COG4862	Adapter protein MecA 1
AKFMKLHP_01282	CDS	1152	coiA		COG4469	Competence protein CoiA
AKFMKLHP_01283	CDS	2013	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
AKFMKLHP_01284	CDS	168				hypothetical protein
AKFMKLHP_01285	CDS	204				hypothetical protein
AKFMKLHP_01286	CDS	900				hypothetical protein
AKFMKLHP_01287	CDS	399	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
AKFMKLHP_01288	CDS	735	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AKFMKLHP_01289	CDS	573	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
AKFMKLHP_01290	CDS	369				hypothetical protein
AKFMKLHP_01291	CDS	636	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
AKFMKLHP_01292	CDS	801	ppnKA	2.7.1.23	COG0061	NAD kinase 1
AKFMKLHP_01293	CDS	900				hypothetical protein
AKFMKLHP_01294	CDS	735	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
AKFMKLHP_01295	CDS	1845	kefB			Glutathione-regulated potassium-efflux system protein KefB
AKFMKLHP_01296	CDS	711	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
AKFMKLHP_01297	CDS	618	tenI	5.3.99.10	COG0352	Thiazole tautomerase
AKFMKLHP_01298	CDS	1110	thiO_1	1.4.3.19	COG0665	Glycine oxidase
AKFMKLHP_01299	CDS	204	thiS		COG2104	Sulfur carrier protein ThiS
AKFMKLHP_01300	CDS	765	thiG	2.8.1.10	COG2022	Thiazole synthase
AKFMKLHP_01301	CDS	1011				hypothetical protein
AKFMKLHP_01302	CDS	816	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
AKFMKLHP_01303	CDS	777	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
AKFMKLHP_01304	CDS	678				hypothetical protein
AKFMKLHP_01305	CDS	447	cotZ			Spore coat protein Z
AKFMKLHP_01306	CDS	489	cotY			Spore coat protein Y
AKFMKLHP_01307	CDS	519	cotX			Spore coat protein X
AKFMKLHP_01308	CDS	318	cotW			Spore coat protein W
AKFMKLHP_01309	CDS	387	cotV			Spore coat protein V
AKFMKLHP_01310	CDS	357	yjcA			Sporulation protein YjcA
AKFMKLHP_01311	CDS	207				hypothetical protein
AKFMKLHP_01312	CDS	150	yjcZ			Sporulation protein YjcZ
AKFMKLHP_01313	CDS	255				hypothetical protein
AKFMKLHP_01314	CDS	2280	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
AKFMKLHP_01315	CDS	255				hypothetical protein
AKFMKLHP_01316	CDS	423	yjcF_1	2.3.1.-		putative N-acetyltransferase YjcF
AKFMKLHP_01317	CDS	516	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
AKFMKLHP_01318	CDS	723				hypothetical protein
AKFMKLHP_01319	CDS	1146	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
AKFMKLHP_01320	CDS	1173	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
AKFMKLHP_01321	CDS	546	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
AKFMKLHP_01322	CDS	1191				hypothetical protein
AKFMKLHP_01323	tRNA	75				tRNA-Val(gac)
AKFMKLHP_01324	CDS	159				hypothetical protein
AKFMKLHP_01325	CDS	1230				hypothetical protein
AKFMKLHP_01326	CDS	321				hypothetical protein
AKFMKLHP_01327	CDS	132				hypothetical protein
AKFMKLHP_01328	CDS	171				hypothetical protein
AKFMKLHP_01329	CDS	462				hypothetical protein
AKFMKLHP_01330	CDS	504				hypothetical protein
AKFMKLHP_01331	CDS	285	yjcQ			putative protein YjcQ
AKFMKLHP_01332	CDS	528				hypothetical protein
AKFMKLHP_01333	CDS	282	yjcS		COG1359	putative protein YjcS
AKFMKLHP_01334	CDS	756	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AKFMKLHP_01335	CDS	348	yjdB		COG5492	putative protein YjdB
AKFMKLHP_01336	CDS	1947	manR		COG1762	Transcriptional regulator ManR
AKFMKLHP_01337	CDS	1953	manP		COG1299	PTS system mannose-specific EIIBCA component
AKFMKLHP_01338	CDS	948	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
AKFMKLHP_01339	CDS	414	yjdF			putative protein YjdF
AKFMKLHP_01340	CDS	507				hypothetical protein
AKFMKLHP_01341	CDS	396				hypothetical protein
AKFMKLHP_01342	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
AKFMKLHP_01343	CDS	195				hypothetical protein
AKFMKLHP_01344	CDS	330				hypothetical protein
AKFMKLHP_01345	CDS	963	ctaB1	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 1
AKFMKLHP_01346	CDS	249	cotT			Spore coat protein T
AKFMKLHP_01347	CDS	1401	pdaC	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
AKFMKLHP_01348	CDS	474				hypothetical protein
AKFMKLHP_01349	CDS	168	yjfB			putative protein YjfB
AKFMKLHP_01350	CDS	900				hypothetical protein
AKFMKLHP_01351	CDS	279				hypothetical protein
AKFMKLHP_01352	CDS	576	yjgB			putative protein YjgB
AKFMKLHP_01353	CDS	2958		1.17.1.9		Putative formate dehydrogenase
AKFMKLHP_01354	CDS	561				hypothetical protein
AKFMKLHP_01355	CDS	642	yjhA			putative lipoprotein YjhA
AKFMKLHP_01356	CDS	618				hypothetical protein
AKFMKLHP_01357	CDS	279				hypothetical protein
AKFMKLHP_01358	CDS	1191	yjiB	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
AKFMKLHP_01359	CDS	1179	oleD_1	2.4.1.-		Oleandomycin glycosyltransferase
AKFMKLHP_01360	CDS	189				hypothetical protein
AKFMKLHP_01361	CDS	813				hypothetical protein
AKFMKLHP_01362	CDS	753	fetB		COG0390	putative iron export permease protein FetB
AKFMKLHP_01363	CDS	753	glnQ_2			Glutamine transport ATP-binding protein GlnQ
AKFMKLHP_01364	CDS	975				hypothetical protein
AKFMKLHP_01365	CDS	498				hypothetical protein
AKFMKLHP_01366	CDS	423	yjlC		COG2427	putative protein YjlC
AKFMKLHP_01367	CDS	1179	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
AKFMKLHP_01368	CDS	1410	uxaC	5.3.1.12	COG1904	Uronate isomerase
AKFMKLHP_01369	CDS	1380	yjmB		COG2211	putative symporter YjmB
AKFMKLHP_01370	CDS	1014	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
AKFMKLHP_01371	CDS	1020	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
AKFMKLHP_01372	CDS	1080	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
AKFMKLHP_01373	CDS	837	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
AKFMKLHP_01374	CDS	1269	exuT			Hexuronate transporter
AKFMKLHP_01375	CDS	1002	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
AKFMKLHP_01376	CDS	1443	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
AKFMKLHP_01377	CDS	1494	uxaA	4.2.1.7	COG2721	Altronate dehydratase
AKFMKLHP_01378	CDS	765				hypothetical protein
AKFMKLHP_01379	CDS	465	yjoA		COG2318	putative protein YjoA
AKFMKLHP_01380	CDS	1272	yjoB	3.-.-.-	COG0465	putative ATPase YjoB
AKFMKLHP_01381	CDS	1131	rapA_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
AKFMKLHP_01382	CDS	135				hypothetical protein
AKFMKLHP_01383	CDS	258				hypothetical protein
AKFMKLHP_01384	CDS	954	cwlA_2	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlA
AKFMKLHP_01385	CDS	378				hypothetical protein
AKFMKLHP_01386	CDS	603				hypothetical protein
AKFMKLHP_01387	CDS	837	ydbD_1	1.11.1.6	COG3546	putative manganese catalase
AKFMKLHP_01388	CDS	597				hypothetical protein
AKFMKLHP_01389	CDS	342	xre_3		COG1396	HTH-type transcriptional regulator Xre
AKFMKLHP_01390	CDS	180				hypothetical protein
AKFMKLHP_01391	CDS	837				hypothetical protein
AKFMKLHP_01392	CDS	636	dnaA_2			Chromosomal replication initiator protein DnaA
AKFMKLHP_01393	CDS	168				hypothetical protein
AKFMKLHP_01394	CDS	351				hypothetical protein
AKFMKLHP_01395	CDS	207				hypothetical protein
AKFMKLHP_01396	CDS	510				hypothetical protein
AKFMKLHP_01397	CDS	798				hypothetical protein
AKFMKLHP_01398	CDS	1302				hypothetical protein
AKFMKLHP_01399	CDS	1488				hypothetical protein
AKFMKLHP_01400	CDS	828	yqbD_2			putative protein YqbD
AKFMKLHP_01401	CDS	936	xkdG_2			Phage-like element PBSX protein XkdG
AKFMKLHP_01402	CDS	384	yqbG_2			putative protein YqbG
AKFMKLHP_01403	CDS	357	xkdH_2			Phage-like element PBSX protein XkdH
AKFMKLHP_01404	CDS	486				hypothetical protein
AKFMKLHP_01405	CDS	441				hypothetical protein
AKFMKLHP_01406	CDS	1401				hypothetical protein
AKFMKLHP_01407	CDS	444	xkdM_2			Phage-like element PBSX protein XkdM
AKFMKLHP_01408	CDS	447	yqbN_2			putative protein YqbN
AKFMKLHP_01409	CDS	3816	yqbO_2		COG3953	putative protein YqbO
AKFMKLHP_01410	CDS	660				hypothetical protein
AKFMKLHP_01411	CDS	978				hypothetical protein
AKFMKLHP_01412	CDS	267				hypothetical protein
AKFMKLHP_01413	CDS	426				hypothetical protein
AKFMKLHP_01414	CDS	1047				hypothetical protein
AKFMKLHP_01415	CDS	579				hypothetical protein
AKFMKLHP_01416	CDS	273				hypothetical protein
AKFMKLHP_01417	CDS	2064				hypothetical protein
AKFMKLHP_01418	CDS	330	xkdW_2			Phage-like element PBSX protein XkdW
AKFMKLHP_01419	CDS	165				hypothetical protein
AKFMKLHP_01420	CDS	840				hypothetical protein
AKFMKLHP_01421	CDS	270				hypothetical protein
AKFMKLHP_01422	CDS	264				hypothetical protein
AKFMKLHP_01423	CDS	894	xlyA	3.5.1.28	COG1388	N-acetylmuramoyl-L-alanine amidase XlyA
AKFMKLHP_01424	CDS	171	spoIISB			Stage II sporulation protein SB
AKFMKLHP_01425	CDS	747	spoIISA			Stage II sporulation protein SA
AKFMKLHP_01426	CDS	1002				hypothetical protein
AKFMKLHP_01427	CDS	618				hypothetical protein
AKFMKLHP_01428	CDS	1317	steT		COG0531	Serine/threonine exchanger SteT
AKFMKLHP_01429	CDS	951	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
AKFMKLHP_01430	CDS	147				hypothetical protein
AKFMKLHP_01431	CDS	2151	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
AKFMKLHP_01432	CDS	972		2.4.-.-		putative glycosyltransferase
AKFMKLHP_01433	CDS	177				hypothetical protein
AKFMKLHP_01434	CDS	1353	htrA_1	3.4.21.107	COG0265	Serine protease Do-like HtrA
AKFMKLHP_01435	CDS	819	proC_3	1.5.1.2		Pyrroline-5-carboxylate reductase
AKFMKLHP_01436	CDS	825	dppA	3.4.11.-	COG2362	D-aminopeptidase
AKFMKLHP_01437	CDS	915	dppB_2		COG0601	Dipeptide transport system permease protein DppB
AKFMKLHP_01438	CDS	972	dppC_2		COG1173	Dipeptide transport system permease protein DppC
AKFMKLHP_01439	CDS	1008	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
AKFMKLHP_01440	CDS	1632	dppE		COG4166	Dipeptide-binding protein DppE
AKFMKLHP_01441	CDS	141				hypothetical protein
AKFMKLHP_01442	CDS	942	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
AKFMKLHP_01443	CDS	1101	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
AKFMKLHP_01444	CDS	891	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
AKFMKLHP_01445	CDS	990	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
AKFMKLHP_01446	CDS	1050	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
AKFMKLHP_01447	CDS	861		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
AKFMKLHP_01448	CDS	561				hypothetical protein
AKFMKLHP_01449	CDS	1200	hmp	1.14.12.17	COG1017	Flavohemoprotein
AKFMKLHP_01450	CDS	225				hypothetical protein
AKFMKLHP_01451	CDS	732				hypothetical protein
AKFMKLHP_01452	CDS	528				hypothetical protein
AKFMKLHP_01453	CDS	519		2.3.1.-	COG1670	Acetyltransferase
AKFMKLHP_01454	CDS	339	gdnC		COG2076	putative guanidinium efflux system subunit GdnC
AKFMKLHP_01455	CDS	318	gdnD		COG2076	putative guanidinium efflux system subunit GdnD
AKFMKLHP_01456	CDS	903	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
AKFMKLHP_01457	CDS	1098	proB_1	2.7.2.11	COG0263	Glutamate 5-kinase 1
AKFMKLHP_01458	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
AKFMKLHP_01459	CDS	426	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
AKFMKLHP_01460	CDS	444	ohrR			Organic hydroperoxide resistance transcriptional regulator
AKFMKLHP_01461	CDS	411	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
AKFMKLHP_01462	CDS	171				hypothetical protein
AKFMKLHP_01463	CDS	471	guaD	3.5.4.3	COG0590	Guanine deaminase
AKFMKLHP_01464	CDS	2289	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
AKFMKLHP_01465	CDS	960	isp	3.4.21.-	COG1404	Major intracellular serine protease
AKFMKLHP_01466	CDS	834	rsbRB		COG1366	RsbT co-antagonist protein RsbRB
AKFMKLHP_01467	CDS	765	ykoC			Putative HMP/thiamine permease protein YkoC
AKFMKLHP_01468	CDS	1644	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
AKFMKLHP_01469	CDS	600	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
AKFMKLHP_01470	CDS	603	ykoF			Putative HMP/thiamine-binding protein YkoF
AKFMKLHP_01471	CDS	687	mprA			Response regulator MprA
AKFMKLHP_01472	CDS	1365	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
AKFMKLHP_01473	CDS	681				hypothetical protein
AKFMKLHP_01474	CDS	513	ykoJ		COG3212	putative protein YkoJ
AKFMKLHP_01475	CDS	138				hypothetical protein
AKFMKLHP_01476	CDS	123				hypothetical protein
AKFMKLHP_01477	CDS	1356	mgtE		COG2239	Magnesium transporter MgtE
AKFMKLHP_01478	CDS	333	tnrA		COG0789	HTH-type transcriptional regulator TnrA
AKFMKLHP_01479	CDS	156				hypothetical protein
AKFMKLHP_01480	CDS	183	ykoL			Stress response protein YkoL
AKFMKLHP_01481	CDS	465	mhqR_1		COG1846	HTH-type transcriptional regulator MhqR
AKFMKLHP_01482	CDS	1122	ugtP_2	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
AKFMKLHP_01483	CDS	552				hypothetical protein
AKFMKLHP_01484	CDS	813	ypbG_2		COG1408	putative protein YpbG
AKFMKLHP_01485	CDS	1695				hypothetical protein
AKFMKLHP_01486	CDS	1014	ykoT	2.4.-.-		putative glycosyltransferase YkoT
AKFMKLHP_01487	CDS	1836	ligd		COG1793	Bifunctional non-homologous end joining protein LigD
AKFMKLHP_01488	CDS	885	ku		COG1273	Non-homologous end joining protein Ku
AKFMKLHP_01489	CDS	2403				hypothetical protein
AKFMKLHP_01490	CDS	666				hypothetical protein
AKFMKLHP_01491	CDS	975				hypothetical protein
AKFMKLHP_01492	CDS	756	sigI			RNA polymerase sigma factor SigI
AKFMKLHP_01493	CDS	1146	rsgI			Anti-sigma-I factor RsgI
AKFMKLHP_01494	CDS	195	sspD			Small, acid-soluble spore protein D
AKFMKLHP_01495	CDS	702				hypothetical protein
AKFMKLHP_01496	CDS	897	htpX_2	3.4.24.-	COG0501	Protease HtpX
AKFMKLHP_01497	CDS	1350	ktrB_1		COG0168	Ktr system potassium uptake protein B
AKFMKLHP_01498	CDS	156				hypothetical protein
AKFMKLHP_01499	CDS	177				hypothetical protein
AKFMKLHP_01500	CDS	1023				hypothetical protein
AKFMKLHP_01501	CDS	2217	kinE	2.7.13.3	COG2202	Sporulation kinase E
AKFMKLHP_01502	CDS	498	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
AKFMKLHP_01503	CDS	126				hypothetical protein
AKFMKLHP_01504	CDS	1062	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
AKFMKLHP_01505	CDS	1194	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
AKFMKLHP_01506	CDS	780	yafV	3.5.1.3		Omega-amidase YafV
AKFMKLHP_01507	CDS	1197	bacF_1	2.6.1.-	COG0436	Transaminase BacF
AKFMKLHP_01508	CDS	1218	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
AKFMKLHP_01509	CDS	708	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
AKFMKLHP_01510	CDS	630	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
AKFMKLHP_01511	CDS	537	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
AKFMKLHP_01512	CDS	321				hypothetical protein
AKFMKLHP_01513	CDS	258	spo0E	3.1.3.-		Aspartyl-phosphate phosphatase Spo0E
AKFMKLHP_01514	CDS	432				hypothetical protein
AKFMKLHP_01515	CDS	1503	kinD	2.7.13.3		Sporulation kinase D
AKFMKLHP_01516	CDS	438	mhqR_2		COG1846	HTH-type transcriptional regulator MhqR
AKFMKLHP_01517	CDS	786	motB_2		COG1360	Motility protein B
AKFMKLHP_01518	CDS	822	pomA_2		COG1291	Chemotaxis protein PomA
AKFMKLHP_01519	CDS	2100	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
AKFMKLHP_01520	CDS	1044				hypothetical protein
AKFMKLHP_01521	CDS	660	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
AKFMKLHP_01522	CDS	441	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
AKFMKLHP_01523	CDS	732	queE_1	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
AKFMKLHP_01524	CDS	498	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
AKFMKLHP_01525	CDS	357	ytcD_2		COG1733	putative HTH-type transcriptional regulator YtcD
AKFMKLHP_01526	CDS	747	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
AKFMKLHP_01527	CDS	1119	ykvP		COG1388	Spore protein YkvP
AKFMKLHP_01528	CDS	228				hypothetical protein
AKFMKLHP_01529	CDS	699				hypothetical protein
AKFMKLHP_01530	CDS	291	ykvR			putative protein YkvR
AKFMKLHP_01531	CDS	186				hypothetical protein
AKFMKLHP_01532	CDS	198				hypothetical protein
AKFMKLHP_01533	CDS	627	ykvT		COG3773	putative protein YkvT
